"filename", "language", "Lua", "XML", "comment", "blank", "total"
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\chanter.lua", "Lua", 53, 0, 0, 9, 62
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\cluster.lua", "Lua", 41, 0, 1, 8, 50
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\delirious_pile.lua", "Lua", 108, 0, 24, 30, 162
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\devil_lock.lua", "Lua", 9, 0, 4, 2, 15
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\dial.lua", "Lua", 42, 0, 6, 7, 55
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\dream.lua", "Lua", 63, 0, 1, 13, 77
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\drifter.lua", "Lua", 47, 0, 0, 12, 59
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\effect\adra_charge.lua", "Lua", 103, 0, 1, 20, 124
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\effect\bone_shield.lua", "Lua", 41, 0, 0, 8, 49
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\effect\call_of_the_void.lua", "Lua", 217, 0, 1, 46, 264
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\effect\cat_swipe.lua", "Lua", 21, 0, 0, 6, 27
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\effect\crack_sky_with_tell.lua", "Lua", 32, 0, 2, 7, 41
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\effect\door_hazard.lua", "Lua", 219, 0, 9, 29, 257
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\effect\fallen_light_crack.lua", "Lua", 24, 0, 1, 7, 32
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\effect\furnace_bubble.lua", "Lua", 34, 0, 4, 2, 40
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\effect\gold_scale.lua", "Lua", 17, 0, 0, 5, 22
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\effect\holy_order.lua", "Lua", 60, 0, 1, 12, 73
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\effect\ivory_portal.lua", "Lua", 38, 0, 0, 5, 43
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\effect\marketman.lua", "Lua", 33, 0, 0, 7, 40
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\effect\observatory_fx.lua", "Lua", 57, 0, 1, 13, 71
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\effect\papal_flame.lua", "Lua", 74, 0, 0, 16, 90
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\effect\player_trail.lua", "Lua", 56, 0, 0, 14, 70
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\effect\shatter_coin.lua", "Lua", 25, 0, 0, 7, 32
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\effect\sign_flame.lua", "Lua", 21, 0, 1, 7, 29
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\effect\soft_serve_puddle.lua", "Lua", 180, 0, 1, 27, 208
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\effect\unholy_order.lua", "Lua", 66, 0, 2, 14, 82
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\effect\war_banner.lua", "Lua", 80, 0, 0, 16, 96
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\fallen_angel.lua", "Lua", 29, 0, 1, 3, 33
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\familiar\burnt_page.lua", "Lua", 20, 0, 0, 3, 23
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\familiar\chigger.lua", "Lua", 54, 0, 0, 11, 65
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\familiar\diya.lua", "Lua", 54, 0, 0, 12, 66
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\familiar\fallen_guard.lua", "Lua", 45, 0, 0, 8, 53
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\familiar\fruit_fly.lua", "Lua", 44, 0, 0, 10, 54
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\familiar\holy_chalice.lua", "Lua", 19, 0, 0, 2, 21
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\familiar\hush_cannon.lua", "Lua", 66, 0, 1, 13, 80
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\familiar\late_delivery.lua", "Lua", 36, 0, 0, 8, 44
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\familiar\pair_of_cans.lua", "Lua", 36, 0, 1, 8, 45
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\familiar\ritual_candle.lua", "Lua", 45, 0, 0, 11, 56
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\familiar\shop_parrot.lua", "Lua", 130, 0, 0, 23, 153
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\fetal_baby.lua", "Lua", 37, 0, 0, 7, 44
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\gatekeeper.lua", "Lua", 134, 0, 1, 24, 159
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\godleg.lua", "Lua", 60, 0, 1, 13, 74
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\grub.lua", "Lua", 39, 0, 2, 12, 53
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\guard_of_the_father.lua", "Lua", 44, 0, 1, 9, 54
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\guarded.lua", "Lua", 81, 0, 2, 15, 98
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\harf.lua", "Lua", 34, 0, 1, 8, 43
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\hexstar.lua", "Lua", 28, 0, 1, 2, 31
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\hover.lua", "Lua", 57, 0, 0, 11, 68
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\infested_membrain.lua", "Lua", 63, 0, 1, 8, 72
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\ludomini.lua", "Lua", 33, 0, 0, 4, 37
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\machine\bomb_barrel.lua", "Lua", 35, 0, 1, 8, 44
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\machine\dynamite_rock.lua", "Lua", 24, 0, 0, 6, 30
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\machine\elohim_throne.lua", "Lua", 47, 0, 8, 9, 64
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\machine\ivory_palace_decorator.lua", "Lua", 85, 0, 3, 6, 94
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\machine\mask_statue.lua", "Lua", 113, 0, 0, 17, 130
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\machine\ooze_turret.lua", "Lua", 35, 0, 5, 6, 46
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\machine\palace_mural.lua", "Lua", 29, 0, 0, 5, 34
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\machine\pill_beggar.lua", "Lua", 71, 0, 2, 15, 88
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\machine\secret_pedestal.lua", "Lua", 89, 0, 5, 15, 109
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\machine\trap_turret.lua", "Lua", 85, 0, 1, 16, 102
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\marshall_pawn.lua", "Lua", 80, 0, 1, 9, 90
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\mum.lua", "Lua", 20, 0, 0, 4, 24
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\nerve_cluster.lua", "Lua", 33, 0, 0, 9, 42
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\paracolony.lua", "Lua", 36, 0, 0, 7, 43
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\pickup\fatal_attraction.lua", "Lua", 105, 0, 15, 23, 143
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\pickup\fruit.lua", "Lua", 99, 0, 28, 22, 149
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\pickup\heart_container.lua", "Lua", 51, 0, 10, 12, 73
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\pickup\red_coin.lua", "Lua", 47, 0, 8, 10, 65
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\pickup\secret_light.lua", "Lua", 35, 0, 14, 14, 63
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\planter.lua", "Lua", 32, 0, 0, 7, 39
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\purple_mask.lua", "Lua", 87, 0, 0, 12, 99
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\queen_fly.lua", "Lua", 69, 0, 0, 12, 81
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\ratty.lua", "Lua", 131, 0, 6, 24, 161
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\shade.lua", "Lua", 28, 0, 0, 7, 35
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\silent.lua", "Lua", 49, 0, 2, 6, 57
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\smasher.lua", "Lua", 63, 0, 1, 9, 73
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\super_flesh_host.lua", "Lua", 36, 0, 0, 5, 41
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\super_host.lua", "Lua", 77, 0, 0, 15, 92
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\teether.lua", "Lua", 44, 0, 4, 10, 58
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\template_monster_______.lua", "Lua", 14, 0, 0, 3, 17
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\the_id.lua", "Lua", 28, 0, 0, 5, 33
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\trailer.lua", "Lua", 73, 0, 0, 14, 87
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\tweaks\mimic.lua", "Lua", 32, 0, 1, 9, 42
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\vengeance.lua", "Lua", 203, 0, 8, 40, 251
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\winged_spider.lua", "Lua", 98, 0, 9, 20, 127
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\monsters\wrinkly_fatty.lua", "Lua", 47, 0, 1, 8, 56
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\players.lua", "Lua", 810, 0, 27, 58, 895
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\roomlist.lua", "Lua", 19, 0, 0, 3, 22
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\sounds.lua", "Lua", 12, 0, 0, 0, 12
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\special_items.lua", "Lua", 44, 0, 0, 9, 53
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\stages\customgrid\barrel.lua", "Lua", 7, 0, 0, 3, 10
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\stages\fruit_cellar.lua", "Lua", 164, 0, 10, 23, 197
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\stages\fruit_cellar_two.lua", "Lua", 24, 0, 1, 2, 27
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\stages\intestines.lua", "Lua", 178, 0, 1, 25, 204
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\stages\intestines_two.lua", "Lua", 29, 0, 0, 8, 37
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\stages\l_palace.lua", "Lua", 156, 0, 2, 31, 189
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\stages\nest.lua", "Lua", 112, 0, 0, 16, 128
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\definitions\stages\nest_two.lua", "Lua", 27, 0, 0, 8, 35
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\godhook_converter.lua", "Lua", 1111, 0, 9, 71, 1191
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\mod_integration.lua", "Lua", 1134, 0, 92, 381, 1607
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\room_override.lua", "Lua", 115, 0, 33, 19, 167
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\room_overrides\bathemo.lua", "Lua", 235, 0, 0, 1, 236
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\room_overrides\bathemo.xml", "XML", 0, 235, 0, 1, 236
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\room_overrides\blightfly.lua", "Lua", 273, 0, 0, 1, 274
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\room_overrides\blightfly.xml", "XML", 0, 273, 0, 1, 274
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\room_overrides\brazier.lua", "Lua", 72, 0, 0, 1, 73
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\room_overrides\brazier.xml", "XML", 0, 72, 0, 1, 73
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\room_overrides\bubble_plum.lua", "Lua", 135, 0, 0, 1, 136
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\room_overrides\bubble_plum.xml", "XML", 0, 135, 0, 1, 136
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\room_overrides\first_treasure.lua", "Lua", 13117, 0, 0, 1, 13118
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\room_overrides\first_treasure.xml", "XML", 0, 13117, 0, 1, 13118
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\room_overrides\grand_marshall.lua", "Lua", 12, 0, 0, 1, 13
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\room_overrides\grand_marshall.xml", "XML", 0, 12, 0, 1, 13
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\room_overrides\hostess.lua", "Lua", 280, 0, 0, 1, 281
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\room_overrides\hostess.xml", "XML", 0, 280, 0, 1, 281
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\room_overrides\ludomaw.lua", "Lua", 375, 0, 0, 1, 376
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\room_overrides\ludomaw.xml", "XML", 0, 375, 0, 1, 376
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\room_overrides\megaworm.lua", "Lua", 666, 0, 0, 1, 667
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\room_overrides\megaworm.xml", "XML", 0, 666, 0, 1, 667
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\room_overrides\souleater.lua", "Lua", 12, 0, 0, 1, 13
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\room_overrides\souleater.xml", "XML", 0, 12, 0, 1, 13
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\room_overrides\the_ritual.lua", "Lua", 12, 0, 0, 1, 13
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\room_overrides\the_ritual.xml", "XML", 0, 12, 0, 1, 13
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\room_overrides\the_sacred.lua", "Lua", 12, 0, 0, 1, 13
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\room_overrides\the_sacred.xml", "XML", 0, 12, 0, 1, 13
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\save_manager.lua", "Lua", 273, 0, 12, 63, 348
"c:\Program Files (x86)\Steam\steamapps\common\The Binding of Isaac Rebirth\mods\GodmodeAchieved\scripts\util.lua", "Lua", 620, 0, 20, 107, 747
"Total", "-", 38234, 15201, 888, 3901, 58224
